power_density,thermal_cond_si,boundary_temp,metal_cond_Cu,metal_cond_W,die_thickness,block_power_map,tim_hs_conductance,x,y,hotspot_cx,hotspot_cy,sigma_spot,r_sq,temperature
4.923,117.18,308.6,353.05,179.2,0.35,4.232,1.0544,0.6635,0.5813,0.2076,0.143,0.0738,0.400009,322.276
1.516,134.89,315.88,392.49,168.05,0.409,1.75,0.7593,0.0051,0.3518,0.2059,0.4134,0.1501,0.044139,321.667
4.814,104.98,304.53,368.78,163.47,0.512,10.729,1.0048,0.1608,0.2326,0.5486,0.2287,0.1409,0.150392,328.386
4.869,126.9,319.75,374.68,150.68,0.591,2.651,1.1657,0.5487,0.6169,0.5287,0.4742,0.1343,0.020769,346.651
7.121,124.9,300.17,370.38,159.32,0.703,11.94,0.7187,0.6919,0.509,0.1151,0.8916,0.1259,0.479154,340.942
6.075,111.21,318.77,374.43,160.75,0.42,13.4,0.7186,0.652,0.9916,0.4644,0.11,0.2218,0.812317,341.535
2.747,160.26,297.74,350.82,164.31,0.687,3.996,0.5243,0.2243,0.9832,0.8585,0.7231,0.2084,0.469959,308.991
7.219,127.01,318.89,390.77,173.47,0.745,4.275,0.4107,0.7122,0.635,0.4563,0.3939,0.0876,0.123599,360.684
5.013,168.73,301.75,366.62,173.28,0.709,2.285,0.9616,0.2372,0.4429,0.6376,0.7275,0.2066,0.241307,322.743
5.245,162.98,301.15,386.22,175.36,0.611,8.343,0.9734,0.3254,0.4911,0.6632,0.4571,0.1858,0.115278,323.882
2.183,113.64,322.46,353.24,158.7,0.705,14.481,0.7449,0.7465,0.6825,0.1243,0.7008,0.0594,0.387413,335.863
7.004,135.36,322.55,376.19,160.39,0.739,4.034,0.9811,0.6496,0.1016,0.323,0.5399,0.0709,0.298774,359.487
7.517,142.13,317.66,395.44,154.51,0.578,2.817,0.5193,0.8492,0.3284,0.8505,0.696,0.2397,0.135145,351.229
6.425,157.33,326.96,369.91,175.72,0.705,9.289,0.3031,0.6576,0.0753,0.5082,0.5105,0.156,0.211751,355.115
7.585,161.99,296.25,359.86,169.57,0.511,12.92,0.3294,0.5683,0.0734,0.8831,0.6365,0.2496,0.41622,320.36
3.116,143.68,300.77,354.95,152.33,0.561,13.119,0.8026,0.0937,0.1958,0.816,0.4679,0.2431,0.595748,312.872
7.028,102.46,301.76,392.95,159.11,0.326,5.509,0.346,0.3677,0.4853,0.3244,0.2884,0.2037,0.040612,329.187
4.422,133.69,302.21,361.94,154.58,0.742,11.909,1.0465,0.2652,0.7848,0.3135,0.7058,0.1145,0.008566,350.38
2.147,161.94,303.12,398.75,179.08,0.37,9.089,0.9423,0.244,0.4855,0.3839,0.4991,0.0888,0.019756,311.055
5.682,149.99,317.88,362.39,159.74,0.438,11.127,1.0881,0.973,0.3355,0.5072,0.4132,0.0522,0.223008,334.438
5.789,160.91,300.83,374.05,164.89,0.459,10.315,0.9198,0.3931,0.0824,0.8176,0.893,0.0812,0.837332,316.436
3.008,147.19,301.44,372.9,159.54,0.358,2.351,0.3557,0.892,0.5503,0.5011,0.1427,0.2258,0.318967,308.562
1.192,103.08,312.82,353.1,164.23,0.761,5.684,0.588,0.6311,0.2713,0.7268,0.6802,0.1926,0.176328,323.199
2.399,167.76,297.73,376.59,179.96,0.785,11.565,0.6212,0.7948,0.6149,0.5631,0.4314,0.2195,0.087371,318.926
3.798,164.26,304.6,383.63,158.62,0.733,11.519,0.8224,0.5026,0.9772,0.2832,0.3663,0.218,0.421306,320.695
2.173,108.86,292.32,387.11,158.48,0.473,2.27,1.1665,0.5769,0.1113,0.4373,0.8162,0.245,0.516285,301.379
2.358,107.89,328.1,376.13,161.14,0.328,7.2,0.9929,0.4925,0.2121,0.4301,0.7207,0.1899,0.262561,335.261
3.74,137.74,302.69,390.63,155.08,0.391,13.1,0.5269,0.1952,0.4731,0.8939,0.1164,0.1623,0.615276,315.547
7.733,152.99,324.0,387.6,172.17,0.686,11.978,0.3877,0.7225,0.9686,0.5399,0.6887,0.1682,0.111695,363.255
6.35,126.75,311.2,359.7,161.38,0.443,8.923,1.1074,0.2808,0.7718,0.1606,0.1066,0.1864,0.456929,334.164
3.238,109.55,299.13,370.08,167.43,0.746,3.493,0.8209,0.0243,0.8982,0.5597,0.1379,0.1416,0.86479,320.922
7.661,135.74,297.74,357.13,169.84,0.718,5.206,0.4307,0.6455,0.3337,0.5532,0.3037,0.1865,0.00942,352.06
5.52,123.63,317.8,356.67,151.06,0.418,9.978,1.0528,0.1771,0.992,0.4844,0.8846,0.1687,0.105931,339.488
4.188,124.62,328.59,385.61,169.32,0.647,11.83,0.8692,0.9405,0.1028,0.3565,0.413,0.0821,0.437219,350.77
4.278,145.15,297.32,376.52,165.98,0.521,9.398,1.1007,0.9539,0.053,0.2983,0.5554,0.0725,0.6822,313.053
3.875,161.99,294.62,380.05,152.49,0.407,6.233,0.9852,0.9149,0.8556,0.2645,0.725,0.0938,0.440088,305.131
2.631,139.1,305.48,386.61,153.73,0.595,8.861,0.769,0.3702,0.9273,0.173,0.3095,0.2052,0.420446,317.118
3.706,148.13,305.75,363.86,163.22,0.719,0.555,0.8074,0.0155,0.0906,0.4027,0.8511,0.1015,0.728295,323.979
4.695,146.2,322.25,370.07,160.39,0.763,11.167,0.771,0.9283,0.1134,0.6757,0.4692,0.2219,0.190384,351.833
4.696,138.58,308.76,380.34,163.12,0.329,12.738,0.3492,0.4282,0.0332,0.5637,0.802,0.1074,0.609439,320.001
6.332,121.75,292.5,354.83,169.07,0.509,1.168,1.1412,0.9667,0.1045,0.1121,0.462,0.1737,0.858086,317.305
3.512,126.45,326.83,391.65,154.63,0.602,6.292,1.1889,0.9636,0.2094,0.7674,0.8257,0.2233,0.418322,344.032
6.018,122.1,304.93,367.17,169.87,0.469,12.807,0.574,0.853,0.9701,0.4199,0.7884,0.2195,0.220581,328.99
5.047,164.22,316.74,382.94,174.54,0.459,9.158,1.0375,0.2944,0.6679,0.6621,0.375,0.217,0.22092,331.839
7.733,157.86,316.7,399.78,150.09,0.686,7.509,1.1978,0.3851,0.7786,0.711,0.1699,0.2143,0.476621,350.742
3.697,140.55,292.25,373.77,161.05,0.691,1.762,0.3175,0.8511,0.7761,0.4812,0.1505,0.1875,0.528275,310.819
7.309,163.86,290.14,360.75,158.26,0.664,11.189,0.5901,0.3169,0.5351,0.7339,0.4738,0.1939,0.177619,321.562
6.744,162.05,293.52,360.82,162.96,0.749,10.494,0.813,0.1695,0.7975,0.5878,0.1326,0.2409,0.617047,323.542
5.464,164.94,328.26,353.02,168.46,0.547,9.051,0.655,0.5568,0.5958,0.7371,0.5975,0.2062,0.032522,355.794
5.582,115.52,321.76,388.35,155.63,0.694,1.376,1.171,0.9362,0.3145,0.6465,0.7465,0.0786,0.270498,353.549
1.593,150.23,295.28,364.67,154.02,0.306,9.82,0.4726,0.696,0.5611,0.231,0.7936,0.0967,0.270348,297.423
7.652,142.65,314.59,358.64,171.87,0.794,1.249,0.6537,0.5701,0.5335,0.2927,0.8564,0.1172,0.181233,356.615
1.749,151.37,314.48,385.68,170.57,0.76,12.421,0.9597,0.0972,0.8235,0.4398,0.1672,0.0676,0.547985,323.136
4.943,118.44,290.02,365.46,163.83,0.721,13.105,1.0173,0.615,0.9817,0.4032,0.801,0.2265,0.077518,339.325
3.31,148.64,307.16,380.02,165.04,0.594,8.198,0.3909,0.9901,0.411,0.3486,0.1803,0.1337,0.464725,320.141
4.009,128.69,318.47,370.89,158.1,0.572,12.802,0.4987,0.1401,0.7634,0.4704,0.8924,0.1358,0.125768,337.547
5.271,158.39,297.47,366.71,159.88,0.375,6.311,0.4189,0.5183,0.0998,0.517,0.1871,0.1316,0.007625,315.946
7.362,155.68,324.04,374.47,159.6,0.327,4.706,0.75,0.8774,0.7768,0.828,0.8965,0.1447,0.016757,344.569
4.203,114.8,316.41,365.69,171.79,0.428,7.52,0.7793,0.7408,0.3714,0.34,0.429,0.0895,0.163911,330.997
7.914,112.87,290.28,393.53,166.67,0.375,8.602,0.9635,0.697,0.0394,0.144,0.692,0.196,0.731742,318.355
5.15,150.24,324.2,353.65,171.88,0.58,11.614,1.0862,0.7025,0.3632,0.3506,0.2403,0.2261,0.138956,349.259
2.124,138.53,290.78,351.51,167.72,0.466,9.23,0.4237,0.3595,0.6106,0.673,0.166,0.1943,0.295937,298.758
2.33,139.0,325.52,370.32,166.37,0.494,12.91,0.7771,0.2936,0.1193,0.4054,0.6379,0.1046,0.281527,333.236
6.013,152.68,303.35,358.64,159.62,0.313,14.069,0.7325,0.8094,0.924,0.2553,0.5425,0.0557,0.452545,315.248
1.353,159.85,317.95,387.19,161.86,0.574,8.069,1.106,0.8101,0.0777,0.4099,0.8264,0.0781,0.720702,322.914
4.362,116.73,321.5,367.67,176.62,0.628,10.906,0.7752,0.8671,0.93,0.676,0.6446,0.1851,0.117966,349.404
2.038,138.89,301.25,363.07,167.28,0.467,7.482,0.5074,0.9132,0.7071,0.1749,0.6094,0.2023,0.554739,308.051
4.033,158.03,304.26,367.97,165.73,0.366,13.638,1.1334,0.5113,0.3297,0.6565,0.6221,0.1479,0.106564,315.174
6.249,161.1,310.38,360.97,151.59,0.652,0.943,1.1379,0.5015,0.3908,0.2085,0.4207,0.0553,0.086746,333.948
4.212,120.12,313.31,364.98,170.13,0.364,10.92,0.4132,0.7983,0.7408,0.8839,0.6774,0.147,0.011356,337.94
2.144,107.29,301.68,378.4,170.58,0.708,7.697,1.0677,0.65,0.6015,0.4554,0.8154,0.2274,0.083633,326.533
2.763,116.3,329.7,393.2,170.72,0.573,1.386,1.0534,0.702,0.6716,0.4133,0.6533,0.0744,0.083657,345.077
3.573,166.18,319.48,368.54,152.74,0.419,11.312,0.8305,0.7958,0.3892,0.5682,0.1904,0.2317,0.091323,333.9
1.487,132.37,300.97,366.03,159.01,0.749,6.196,0.7256,0.89,0.4878,0.2155,0.4617,0.2401,0.455621,309.913
5.09,129.3,315.62,389.09,161.14,0.371,8.145,0.4663,0.338,0.9899,0.3661,0.423,0.1827,0.322176,331.245
5.253,100.92,307.41,351.12,174.79,0.601,10.836,0.4891,0.3756,0.2139,0.5575,0.4876,0.0626,0.107966,338.343
1.435,103.57,324.41,365.1,179.42,0.609,4.155,0.5367,0.094,0.4179,0.1552,0.3332,0.1171,0.010919,340.503
3.816,146.81,303.16,372.61,162.44,0.319,4.681,0.3726,0.5783,0.2918,0.3053,0.5466,0.2225,0.139442,312.99
3.898,141.29,297.51,380.03,166.63,0.605,5.672,0.9408,0.0359,0.7651,0.4979,0.7435,0.1939,0.213859,314.257
3.337,140.29,291.85,357.8,150.22,0.647,11.34,0.3447,0.4656,0.764,0.6388,0.3683,0.1482,0.186621,308.258
4.904,107.72,329.37,371.64,150.26,0.755,14.736,0.3864,0.5426,0.2924,0.3494,0.8366,0.0823,0.333427,364.619
3.422,124.64,304.37,378.32,152.24,0.654,5.763,0.4486,0.2865,0.0814,0.6001,0.3209,0.1468,0.155726,322.965
3.915,156.87,298.82,375.51,171.58,0.542,9.357,0.92,0.5908,0.0114,0.3011,0.5011,0.0686,0.323772,313.225
6.583,112.24,309.67,378.73,155.34,0.727,5.199,0.4044,0.0305,0.4275,0.4476,0.6238,0.173,0.212567,353.63
2.135,161.79,301.67,383.12,172.74,0.477,13.213,0.4598,0.0373,0.4103,0.4379,0.7556,0.2058,0.279652,308.008
5.334,108.5,299.32,368.97,162.96,0.728,14.065,1.1432,0.8226,0.9884,0.1284,0.6341,0.1756,0.607347,333.391
4.539,111.84,314.66,353.18,175.5,0.722,3.25,0.5555,0.3602,0.4698,0.8521,0.805,0.0528,0.354317,342.068
3.136,133.44,292.99,352.78,176.11,0.602,9.984,0.9246,0.1271,0.2564,0.7028,0.7649,0.1839,0.590075,307.66
6.093,166.17,310.36,392.94,176.39,0.472,13.636,1.1396,0.5222,0.8912,0.5697,0.2631,0.1472,0.396741,327.141
4.858,123.07,305.5,383.87,166.31,0.596,7.387,0.3373,0.77,0.4911,0.3588,0.3966,0.1359,0.178027,329.107
4.342,146.08,311.3,388.21,173.66,0.753,5.362,0.7199,0.2158,0.5992,0.7603,0.1233,0.1066,0.522907,334.579
5.674,141.21,302.82,396.44,169.86,0.618,13.632,0.7816,0.6229,0.0957,0.6636,0.3299,0.0733,0.056533,327.543
6.616,110.47,312.81,387.53,155.6,0.72,4.239,0.9847,0.0853,0.3829,0.2112,0.112,0.162,0.089224,358.248
7.809,117.37,293.27,384.62,161.45,0.472,3.503,1.1677,0.0517,0.9442,0.5513,0.6494,0.2167,0.336491,324.669
5.405,165.11,305.05,382.79,178.87,0.446,13.268,0.3367,0.5314,0.5895,0.311,0.668,0.2472,0.054702,330.639
7.121,112.94,299.5,362.93,173.18,0.428,9.687,0.6423,0.5406,0.3445,0.681,0.7259,0.1767,0.165174,327.508
1.008,148.65,307.52,397.86,157.89,0.546,3.183,0.6878,0.6374,0.6257,0.4379,0.2138,0.1123,0.209448,312.214
4.712,167.53,305.93,377.1,158.43,0.516,9.822,1.17,0.7261,0.9104,0.303,0.3596,0.1328,0.482475,319.732
2.503,108.37,315.25,361.1,157.63,0.727,13.205,0.9841,0.9759,0.274,0.8346,0.6027,0.1947,0.127997,340.537
1.659,127.94,315.15,360.49,159.86,0.356,1.795,1.1418,0.5163,0.5051,0.8286,0.7826,0.1453,0.174526,320.44
4.724,115.68,306.53,390.76,177.85,0.577,4.222,0.4219,0.323,0.9587,0.7567,0.7793,0.1545,0.220334,331.254
6.228,115.51,297.26,362.51,163.01,0.502,9.261,0.3222,0.7952,0.1724,0.1767,0.4228,0.0779,0.445247,325.8
3.886,108.33,313.28,352.07,160.93,0.769,2.167,1.1739,0.2708,0.7197,0.704,0.3644,0.1574,0.313834,340.73
5.691,145.47,328.66,371.42,157.18,0.694,13.629,0.5978,0.439,0.6145,0.1649,0.4713,0.2443,0.095619,370.975
4.428,152.24,297.42,390.87,176.77,0.517,9.098,0.8913,0.0785,0.6797,0.1836,0.2277,0.1173,0.215328,312.741
4.06,147.38,292.76,370.72,178.72,0.62,8.982,0.4414,0.0254,0.3512,0.23,0.2843,0.0836,0.046376,311.719
3.032,164.73,300.58,390.18,159.71,0.673,1.31,0.798,0.9626,0.3139,0.6513,0.1145,0.1449,0.136674,313.084
3.678,110.2,306.52,391.36,168.5,0.336,6.609,1.147,0.836,0.6842,0.4072,0.6981,0.1538,0.184013,319.144
3.449,122.39,302.25,392.89,178.75,0.637,3.326,0.9325,0.696,0.2155,0.7749,0.896,0.2495,0.469195,321.101
5.523,124.12,323.39,379.44,164.98,0.37,12.224,0.7066,0.409,0.4197,0.6968,0.162,0.0928,0.149226,339.59
1.812,116.25,309.72,384.97,164.06,0.394,5.374,1.1301,0.1733,0.1882,0.714,0.2203,0.1586,0.293393,315.177
1.648,109.95,299.85,363.09,165.83,0.531,6.344,0.4134,0.1564,0.0083,0.8447,0.2634,0.1247,0.538797,307.504
5.62,134.07,328.01,354.98,151.0,0.79,9.79,0.7224,0.2502,0.9701,0.5756,0.5357,0.1993,0.294546,361.659
4.824,158.41,295.0,376.64,159.0,0.776,10.903,0.8155,0.5492,0.4317,0.7826,0.41,0.2241,0.054928,333.209
4.011,166.82,294.92,350.53,170.97,0.751,11.955,0.3123,0.7146,0.9693,0.3051,0.1632,0.2021,0.81761,313.161
2.067,109.05,299.81,373.29,179.0,0.317,3.036,0.3162,0.6602,0.1403,0.8343,0.1039,0.088,0.03165,306.384
3.877,157.62,293.07,355.1,167.06,0.726,4.307,0.8564,0.2799,0.5874,0.8515,0.3705,0.1802,0.373677,309.852
6.528,157.72,320.07,355.42,155.71,0.688,1.84,0.889,0.9549,0.201,0.4124,0.4534,0.0964,0.358029,347.388
7.227,127.23,302.51,393.54,162.8,0.549,12.918,1.1836,0.7379,0.7901,0.3669,0.6517,0.2468,0.156767,341.851
5.918,107.7,319.19,382.03,164.7,0.463,5.074,0.5794,0.5544,0.7837,0.3387,0.8836,0.1619,0.056501,348.73
1.419,169.3,320.51,382.26,154.57,0.678,2.329,0.6085,0.6117,0.1126,0.4846,0.4308,0.1361,0.117385,325.993
5.693,145.89,299.5,370.22,159.88,0.354,5.015,0.835,0.4196,0.9121,0.6296,0.5165,0.1793,0.200557,312.927
2.687,168.75,310.73,370.66,163.35,0.625,1.329,0.9678,0.2477,0.1946,0.5054,0.6863,0.1699,0.308088,321.362
3.207,133.86,310.78,365.16,157.86,0.636,12.63,0.768,0.356,0.613,0.5221,0.4339,0.2334,0.059667,342.712
2.371,127.66,324.85,371.72,160.62,0.577,4.662,0.856,0.7578,0.9856,0.1484,0.5779,0.1525,0.537584,336.184
6.43,117.3,291.03,379.36,158.29,0.739,5.576,0.4857,0.0144,0.8824,0.8177,0.3946,0.2012,0.883178,332.834
5.54,168.85,302.67,359.33,168.38,0.465,14.135,0.9444,0.1161,0.9566,0.2395,0.8923,0.2469,0.019369,335.32
5.283,117.73,325.3,363.08,167.36,0.539,3.245,0.6624,0.046,0.3426,0.6776,0.2779,0.1764,0.403106,348.564
5.676,101.66,299.47,374.74,166.55,0.679,3.458,0.8196,0.0407,0.1056,0.3423,0.699,0.0776,0.443165,336.803
2.657,135.87,295.48,369.24,152.9,0.658,8.627,0.8933,0.8555,0.1883,0.476,0.1728,0.2492,0.144222,314.534
4.113,126.39,313.05,390.97,155.51,0.581,14.598,0.3066,0.7037,0.5005,0.1057,0.317,0.1787,0.391245,332.237
5.433,118.3,302.24,391.08,153.32,0.436,13.567,0.8186,0.4742,0.7932,0.7531,0.659,0.2479,0.09582,333.923
5.456,144.42,308.69,366.8,151.9,0.447,9.097,1.1483,0.0978,0.1502,0.8688,0.3453,0.1544,0.632461,324.809
6.543,125.5,322.8,372.54,157.4,0.671,12.277,0.3893,0.4916,0.6597,0.1987,0.3457,0.06,0.184428,358.717
3.01,128.16,310.83,398.83,155.84,0.303,7.571,0.3978,0.4735,0.3236,0.254,0.2651,0.2356,0.051605,324.126
6.392,101.61,310.64,391.37,171.75,0.626,6.802,0.4794,0.1732,0.3412,0.1579,0.1676,0.2273,0.030364,365.692
4.081,141.23,301.13,360.78,170.88,0.424,6.307,0.3899,0.4339,0.6619,0.1631,0.384,0.1474,0.15055,313.416
5.691,108.54,321.71,364.01,156.04,0.636,7.091,1.0683,0.3985,0.467,0.5394,0.1762,0.1194,0.10443,355.943
4.19,114.97,319.59,354.17,154.97,0.393,10.75,1.0931,0.6159,0.812,0.231,0.8886,0.0796,0.15394,333.777
7.64,150.2,299.36,383.89,154.35,0.488,12.411,0.7265,0.6351,0.1559,0.2772,0.3415,0.2357,0.162545,329.03
2.255,121.93,302.8,365.84,159.6,0.677,8.852,1.0121,0.0453,0.7899,0.4611,0.5244,0.1545,0.243379,315.656
5.725,111.42,321.55,376.83,158.83,0.678,13.1,0.5731,0.3746,0.0642,0.4845,0.3186,0.2065,0.076769,371.989
5.036,140.42,304.31,388.41,150.86,0.405,9.761,0.7535,0.6259,0.1941,0.3301,0.284,0.1734,0.095554,323.486
2.209,115.04,306.14,391.8,167.04,0.488,12.14,0.784,0.5031,0.6561,0.8851,0.6748,0.0734,0.146267,315.059
1.462,118.97,304.58,366.27,176.94,0.551,10.499,0.5757,0.8565,0.8549,0.1907,0.3897,0.0596,0.659722,310.902
6.594,143.49,296.47,361.86,166.17,0.594,11.72,0.8286,0.6587,0.2527,0.2532,0.2323,0.1256,0.16486,323.075
2.102,151.79,303.64,392.43,151.91,0.671,0.776,1.0588,0.1629,0.3272,0.4433,0.2604,0.0515,0.083094,312.773
2.306,151.78,322.12,369.06,167.99,0.312,13.075,1.1506,0.0706,0.5371,0.3321,0.8018,0.0922,0.138463,328.07
7.849,133.76,309.64,391.1,164.55,0.358,13.346,0.5743,0.6424,0.2116,0.7664,0.5522,0.2334,0.131398,335.323
6.021,131.8,308.33,357.49,177.21,0.379,12.699,1.1325,0.0265,0.8112,0.2415,0.6288,0.1659,0.079478,330.112
2.753,155.14,296.25,395.6,160.9,0.395,11.087,0.8645,0.5858,0.7736,0.6716,0.1698,0.1889,0.371968,304.181
5.137,113.51,297.1,374.16,172.56,0.315,11.919,0.8403,0.9402,0.1453,0.2007,0.5627,0.2059,0.721158,310.33
4.739,110.65,291.72,358.51,151.15,0.76,3.128,0.4106,0.5755,0.4638,0.3143,0.249,0.2393,0.114357,328.489
6.911,146.53,290.56,376.75,171.64,0.381,1.191,0.9394,0.3882,0.7748,0.692,0.1972,0.0807,0.425907,308.896
6.105,128.67,309.52,393.5,151.25,0.337,4.701,0.5763,0.6433,0.3373,0.1711,0.4882,0.1651,0.245725,326.704
6.822,149.7,306.37,369.47,160.34,0.536,6.915,0.6838,0.4583,0.6331,0.8261,0.5761,0.1278,0.138591,331.167
2.481,117.96,301.02,358.9,178.44,0.771,4.426,0.4274,0.5456,0.0502,0.3571,0.3902,0.1264,0.151154,317.711
5.482,122.74,329.6,378.83,171.1,0.782,13.125,0.5075,0.9415,0.6087,0.3672,0.6516,0.1862,0.331658,363.709
1.282,162.77,305.92,391.72,177.75,0.638,14.484,0.8597,0.3861,0.1527,0.2875,0.7622,0.0906,0.381222,311.547
1.483,129.52,321.55,356.07,164.88,0.389,11.676,0.8527,0.9612,0.8306,0.7971,0.5939,0.1768,0.082917,331.992
5.995,141.37,298.42,352.07,168.19,0.302,7.411,0.7126,0.9054,0.3554,0.6119,0.7263,0.1227,0.223593,312.138
1.171,107.47,299.88,352.81,165.53,0.468,2.614,0.8675,0.1958,0.2816,0.1353,0.7787,0.0737,0.250796,304.764
5.058,112.52,312.74,361.52,164.37,0.363,13.145,1.0804,0.0694,0.8409,0.8324,0.8919,0.2196,0.584828,329.032
6.883,102.51,290.16,350.37,167.35,0.678,12.709,0.3289,0.1008,0.0501,0.8453,0.5659,0.0786,0.820284,335.86
3.66,129.71,290.7,371.43,151.17,0.785,2.853,0.4852,0.0182,0.3966,0.5402,0.1891,0.1512,0.315569,314.51
1.314,169.22,295.69,384.89,155.57,0.342,1.206,0.5665,0.0944,0.37,0.352,0.4305,0.1056,0.069986,299.63
5.997,161.17,298.92,385.52,156.44,0.498,13.535,0.8195,0.683,0.2848,0.2286,0.6961,0.2407,0.375668,317.753
7.508,144.3,311.11,381.84,161.49,0.751,12.418,0.8993,0.0712,0.9118,0.309,0.797,0.1727,0.069727,359.636
6.02,160.28,317.45,364.81,163.04,0.664,14.047,0.798,0.319,0.7509,0.8011,0.2678,0.1774,0.465914,343.423
5.049,141.59,302.48,386.8,172.19,0.735,5.689,0.9279,0.8449,0.0639,0.2651,0.5819,0.1586,0.60441,328.561
2.61,125.81,299.56,378.82,154.97,0.761,10.04,0.7018,0.0233,0.7147,0.2195,0.6841,0.2293,0.039432,336.64
1.108,112.15,322.91,393.06,167.1,0.506,13.031,1.0172,0.8145,0.5273,0.3619,0.8905,0.1105,0.336773,328.208
5.863,145.71,296.51,373.9,158.17,0.647,5.451,0.3651,0.2819,0.9009,0.3412,0.4061,0.1636,0.248342,323.99
2.617,113.51,317.13,359.01,165.47,0.655,7.381,0.8579,0.1182,0.3129,0.692,0.1349,0.0949,0.360992,331.414
7.007,129.22,327.25,381.73,168.8,0.615,8.209,0.3389,0.6967,0.5742,0.4073,0.869,0.0892,0.170736,361.177
4.265,157.81,299.29,357.54,167.47,0.463,0.924,0.5079,0.6289,0.5008,0.2628,0.1369,0.1463,0.266455,313.063
4.714,109.05,293.48,398.16,156.46,0.716,12.512,0.3556,0.8775,0.4896,0.2152,0.2891,0.1048,0.478779,326.394
6.278,109.03,329.19,385.16,171.28,0.684,14.185,0.8348,0.7351,0.4561,0.4966,0.5413,0.1997,0.064129,389.046
6.456,115.71,300.83,387.82,169.61,0.523,6.548,0.4894,0.8035,0.2056,0.8581,0.1703,0.0585,0.004236,337.492
5.499,138.63,301.03,383.96,177.96,0.51,9.362,0.3828,0.282,0.7557,0.4318,0.8544,0.0733,0.032164,322.202
7.569,117.62,309.35,354.88,169.02,0.305,8.354,0.996,0.1774,0.4513,0.1294,0.556,0.174,0.013251,337.533
7.876,135.22,299.24,373.26,171.61,0.722,5.545,0.3005,0.7506,0.9585,0.3189,0.3893,0.0651,0.51034,342.444
7.628,121.14,329.71,382.57,174.33,0.442,1.695,0.7942,0.8068,0.2608,0.3627,0.3869,0.1136,0.21314,358.099
6.769,135.44,291.72,361.47,153.18,0.535,8.042,1.1275,0.9905,0.6827,0.5955,0.1093,0.1752,0.484792,319.182
5.939,119.43,308.06,383.98,170.89,0.506,4.04,1.0092,0.4126,0.9407,0.7941,0.7482,0.0933,0.1826,333.367
5.643,168.6,311.93,390.99,159.56,0.639,9.959,0.8434,0.372,0.6635,0.8713,0.427,0.2056,0.30523,334.179
1.726,134.49,308.68,363.75,174.69,0.495,8.29,0.3928,0.7764,0.8713,0.2881,0.1079,0.242,0.821176,315.012
2.9,152.06,310.82,359.98,164.41,0.39,9.063,1.0112,0.3408,0.8275,0.7829,0.7386,0.2373,0.203376,320.106
1.04,149.04,329.5,394.16,167.42,0.734,9.225,0.6018,0.9308,0.3601,0.1761,0.8327,0.0675,0.792863,333.392
1.962,134.34,325.08,350.26,157.81,0.392,13.342,0.4381,0.8584,0.6001,0.5509,0.6139,0.194,0.094761,336.444
4.075,116.72,302.34,362.79,169.52,0.314,2.638,1.1896,0.429,0.1563,0.3766,0.8855,0.2014,0.534476,314.008
2.026,135.75,312.06,370.34,151.07,0.398,12.182,0.382,0.7509,0.5355,0.1974,0.5286,0.0854,0.306324,318.584
7.312,147.67,290.01,383.61,172.46,0.528,14.344,0.9464,0.7545,0.2304,0.2557,0.1676,0.0688,0.252769,316.391
6.64,132.19,306.38,399.85,154.9,0.512,10.959,0.6177,0.1031,0.7437,0.315,0.8734,0.0707,0.061691,332.236
1.501,105.73,296.55,368.54,156.83,0.698,2.516,1.0572,0.9026,0.5281,0.6737,0.338,0.1494,0.08849,307.176
2.742,101.26,318.45,397.44,150.03,0.397,12.828,0.7926,0.5053,0.4112,0.8925,0.6724,0.2247,0.218169,331.94
6.734,122.95,298.84,368.34,159.4,0.688,11.981,1.1014,0.8265,0.2688,0.1256,0.5022,0.1164,0.545673,337.496
6.621,110.52,319.96,384.78,161.65,0.348,13.01,0.7989,0.32,0.9987,0.7392,0.2407,0.0832,0.75033,341.389
7.618,163.43,302.53,358.27,157.02,0.537,7.552,0.5912,0.8955,0.0717,0.5091,0.4118,0.1706,0.264982,327.799
7.983,112.31,327.03,373.02,156.91,0.733,12.394,1.1645,0.3892,0.0436,0.1929,0.4228,0.1252,0.182371,380.093
7.834,127.6,307.82,393.56,176.79,0.506,2.733,0.7104,0.0108,0.2173,0.2858,0.704,0.2465,0.31255,340.655
3.871,149.85,323.58,366.0,159.79,0.782,8.862,1.0653,0.9054,0.9711,0.4407,0.3232,0.1556,0.635651,344.344
2.752,157.08,315.13,355.26,171.67,0.616,8.5,1.056,0.0913,0.9792,0.6794,0.8941,0.0531,0.353165,326.447
6.309,133.44,329.1,376.14,157.12,0.678,13.503,0.8063,0.3193,0.6549,0.2927,0.761,0.2024,0.01196,390.335
3.095,112.68,319.71,371.98,174.27,0.555,13.012,0.7508,0.9501,0.8801,0.6117,0.5967,0.2372,0.194819,341.272
6.645,118.96,319.11,361.48,170.33,0.515,10.883,0.5658,0.9506,0.214,0.3189,0.5176,0.2,0.49125,348.046
4.738,129.33,300.59,395.28,172.69,0.342,3.035,0.8048,0.5734,0.972,0.7596,0.694,0.1058,0.111998,313.145
6.557,125.52,310.19,380.08,163.19,0.36,12.198,0.8172,0.6318,0.1428,0.3446,0.8628,0.2231,0.600985,329.883
2.931,124.41,301.6,367.36,176.39,0.586,9.407,0.5163,0.4484,0.1011,0.758,0.8982,0.1673,0.731228,315.288
